id,Rosas,Claveles,Macetas,Tierra,Girasoles,Hortensia,Globos,Tarjetas,fOrquídias,Carmesí,Lirios,Aurora,Tulipanes,Listón
Wye Keywood,1,0,0,1,0,0,0,0,0,1,1,1,1,1
Arlette Gurley,0,0,0,1,1,1,0,1,0,1,1,0,0,1
Beitris Light,1,0,0,1,1,0,1,0,0,1,0,1,1,1
Rob Andrini,1,0,0,1,1,1,1,1,0,1,0,1,1,1
Elly Yankishin,1,0,1,0,0,0,1,1,0,1,1,1,0,1
Hussein Antonellini,1,1,0,0,0,0,1,0,0,0,1,1,0,1
Ketty Gravet,1,0,0,1,0,0,0,1,1,0,0,0,1,1
Bethanne Farrens,1,1,0,0,1,0,1,0,1,0,0,0,1,1
Dido Gunby,0,1,1,0,1,0,1,0,1,1,0,1,0,1
Auberon Karpol,1,0,1,1,0,1,1,1,0,1,1,0,1,1
Merline Hanscomb,1,1,1,0,0,1,1,0,1,0,0,1,1,1
Gina Steabler,0,0,0,0,1,1,1,1,0,0,1,1,0,1
Joleen Chinnick,1,0,1,1,1,1,1,0,0,1,0,0,1,1
Renaud Hildrew,1,1,0,0,1,1,1,1,0,1,0,1,0,1
Ivett McPhater,1,0,0,0,0,1,1,1,1,1,0,1,1,1
Robin Moakler,1,1,0,1,1,1,1,1,1,0,0,1,1,1
Daria Paik,1,1,1,0,0,0,1,0,1,0,0,0,1,1
Cymbre McVitie,0,0,1,1,1,1,1,1,1,0,0,1,0,1
Vivyanne Barley,1,0,0,1,0,1,1,0,0,0,0,1,0,1
Albrecht Hartland,1,1,1,1,0,1,1,0,0,1,1,1,0,1
Mada Wodeland,1,1,0,1,0,0,0,1,1,0,1,0,1,1
Evania Florey,1,0,1,1,0,0,1,1,1,1,1,0,0,1
Kaja Martindale,1,0,0,0,0,1,1,1,0,0,0,1,1,1
Norri Ryan,1,0,0,1,1,1,1,0,1,0,0,0,1,0
Kiersten Maliphant,0,0,1,0,1,1,1,1,1,0,1,0,1,1
Binny Peacey,1,0,1,0,1,0,1,0,1,1,0,0,1,1
Katharina McInnery,1,1,1,0,1,0,1,0,0,1,1,1,0,1
Kassey Kleinfeld,1,1,1,1,0,0,1,0,1,1,1,1,1,1
Pamella Spofford,1,1,0,1,0,1,1,0,0,1,1,0,0,1
Ev Marham,0,0,1,0,0,0,1,1,0,1,1,1,1,1
Larina Haldene,1,1,0,0,0,0,1,0,1,1,0,1,1,1
Lorene Smittoune,1,0,1,0,0,1,1,0,1,1,0,1,1,1
Reba Ayshford,1,0,1,0,1,0,1,1,0,1,0,0,0,1
Freedman Morat,1,1,0,1,0,0,1,1,0,1,1,0,0,1
Codi Eagle,1,0,0,1,0,1,1,1,1,0,0,0,0,1
Valery Pauluzzi,1,0,1,0,1,0,1,0,0,0,1,0,0,1
Nata Millins,1,0,1,0,1,1,0,0,1,0,1,1,0,1
Myrlene Curman,1,0,0,0,0,1,1,1,1,0,0,1,1,0
Auria Marcu,1,1,1,0,1,1,1,1,1,1,1,1,1,1
Pebrook Sisse,1,1,0,0,1,0,1,1,1,1,1,1,0,1
Lorin Yarnley,1,0,0,1,0,1,1,0,0,0,1,0,1,1
Kurtis Tipens,1,1,1,0,0,1,1,0,1,1,0,0,0,1
Emili Settle,0,0,1,1,0,0,1,0,0,1,1,0,0,1
Fidelity Forsyde,1,1,1,0,0,1,1,1,1,1,1,0,0,1
Creigh McNiff,1,0,0,1,0,0,0,1,0,0,0,1,0,1
Hamlen Reckus,1,1,0,1,0,1,1,1,0,0,0,1,1,1
Lianne Attawell,1,1,1,1,1,1,1,1,0,0,1,0,1,1
Marlin Follos,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Helge Ebanks,0,0,0,0,1,1,1,0,0,0,0,0,0,1
Kelsey Assel,1,0,1,0,0,1,1,0,0,0,1,0,0,1
Jeanie Trank,1,1,0,0,0,0,0,1,0,0,1,0,0,1
Joelle Bottlestone,1,0,1,0,1,0,0,1,0,1,1,0,0,1
Whitaker Jamieson,1,0,0,0,0,0,1,1,1,0,0,0,1,1
Massimo Mallender,1,1,0,1,0,0,1,1,1,1,1,0,1,0
Butch Jacox,0,0,1,1,0,1,0,1,1,0,0,0,0,1
Franny Cogan,1,0,0,0,1,0,1,1,1,0,1,1,1,1
Celle Mulheron,1,0,0,0,1,0,0,1,1,1,1,1,1,1
Brynne Pulman,1,1,1,0,0,1,1,0,0,0,1,0,1,1
Greg Hilldrup,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Kacey Rummin,0,1,0,0,0,1,1,1,0,0,1,0,1,1
Bonnee Aireton,1,0,0,0,0,0,1,1,1,1,1,1,1,1
Artie Gillice,0,0,0,1,1,1,1,1,1,0,1,0,1,1
Bancroft Chalmers,1,0,0,0,1,1,1,1,0,0,0,1,1,1
Scottie Manzell,0,1,1,0,1,1,1,0,1,0,1,0,0,1
Keir Bedingfield,1,1,1,1,0,0,1,0,1,0,1,1,0,1
Jaymie Duddle,1,0,1,0,1,0,1,0,1,1,1,1,1,1
Anna Vanyukov,0,0,0,1,1,0,1,0,1,0,0,1,0,1
Vinita Addy,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Elinore Riha,1,1,0,1,0,0,0,0,1,1,0,0,0,1
Farlee Boutell,1,0,0,1,0,0,1,0,1,1,1,1,1,1
Fernandina Clampe,1,0,0,0,1,1,1,0,1,0,0,1,1,0
Jennica Pengelly,1,1,1,0,1,0,1,1,1,0,0,0,1,1
Eudora Culkin,1,1,0,1,0,1,1,0,0,1,1,1,0,1
Mallorie Blune,0,0,1,1,0,0,0,0,1,0,0,0,0,1
Neils Patillo,1,0,0,0,0,0,1,1,0,0,0,1,0,1
Basile Goodwyn,1,0,1,0,0,0,0,0,0,0,0,1,1,1
Perrine Josipovic,1,1,0,0,1,1,1,0,1,1,1,0,0,0
Etta Sangwin,1,1,1,1,0,0,1,1,0,0,0,1,1,1
Kelsey Isles,1,0,0,0,1,0,0,0,0,0,1,1,0,1
Bobby Doorly,1,1,0,0,1,1,1,1,0,1,0,0,0,1
Berti Andriolli,1,1,1,0,0,0,1,0,0,0,1,0,1,1
Avigdor Weekes,1,0,1,0,0,0,1,0,0,1,0,0,0,1
Alphonse Care,0,1,0,0,1,0,1,1,0,1,0,0,0,1
Fleming Lewtey,1,1,1,1,0,1,0,0,0,1,1,1,1,1
Sara-ann Spofforth,1,1,0,1,0,1,0,0,1,1,0,0,1,1
Nichole Smedmore,0,1,0,0,0,0,1,1,1,1,1,1,0,0
Francklin Luke,1,0,0,0,0,0,1,1,1,1,1,0,0,1
Ewell Smorthit,1,0,1,1,1,1,1,0,1,1,0,1,1,1
Shannon Curuclis,1,0,1,1,0,0,1,0,0,1,1,0,0,1
Shell Brownlie,1,1,1,0,1,0,1,0,1,1,1,0,0,1
Ximenes Wheildon,1,0,1,1,1,0,0,1,1,0,0,1,1,1
Tera Hablet,0,0,1,1,0,0,1,0,1,1,0,1,1,1
Judye Hulatt,1,0,1,0,1,0,1,1,1,1,1,0,0,1
Eve Pepler,0,1,0,0,1,1,1,1,0,1,0,0,0,1
Richie Schoolfield,0,0,0,0,1,1,1,0,1,1,0,1,0,1
Mei Hampson,1,0,0,1,0,1,1,1,1,0,0,0,1,1
Tiena Pren,0,0,1,1,1,0,1,0,1,1,0,0,1,1
Andee Culligan,1,0,0,1,1,1,1,0,1,0,0,1,1,1
Edmund Owttrim,1,0,1,0,0,0,1,1,1,0,0,1,0,1
Shena Lardiner,1,0,1,1,1,0,1,1,0,0,0,0,1,1
Rod Lightwing,1,1,1,1,0,1,1,1,0,0,0,0,0,1
Felix Bettinson,1,0,1,0,1,1,1,1,1,1,1,1,0,1
Dino Verlinde,1,0,0,0,0,1,0,0,0,0,1,0,0,1
Sayers Nolan,0,0,0,1,1,0,1,0,1,0,1,1,1,1
Ardyth Tallowin,1,0,0,1,0,1,1,1,0,0,1,1,0,1
Shane Mowson,0,1,1,1,0,0,1,0,0,0,1,1,0,1
Eleanora Abelevitz,1,1,1,1,0,1,1,1,1,1,1,0,1,1
Ddene Vamplers,0,0,1,1,0,0,1,0,1,0,0,1,0,1
Elie Macquire,1,1,0,1,1,1,1,1,1,0,1,0,0,1
Hoyt Nazaret,1,1,0,0,1,0,0,0,1,1,1,1,1,1
Camila Bradlaugh,1,1,0,0,0,1,0,1,0,1,0,1,1,1
Belinda Jacop,1,0,1,0,0,0,1,0,0,0,0,0,0,1
Lin Zavattieri,1,0,0,0,1,0,0,1,1,1,0,0,0,1
Baxy Mervyn,1,0,0,0,0,1,1,0,1,1,0,1,1,1
Bennie Abella,0,1,1,1,1,0,1,1,1,0,0,0,0,1
Konrad Janecek,1,0,0,1,1,1,1,1,1,1,0,1,0,1
Valentia Vockins,1,0,0,0,1,0,0,1,1,0,0,1,0,1
Geordie Keywood,0,1,1,1,1,0,1,0,1,0,1,0,0,1
Laurene Fulk,1,0,0,1,0,0,0,1,1,1,1,0,0,0
Andreas Philbrook,0,0,0,0,1,1,1,1,0,0,0,1,0,1
Leonidas Battista,1,1,0,0,1,0,1,1,1,1,1,0,1,0
Morgan Kerkham,1,0,0,0,1,0,1,0,1,1,0,1,0,0
Lloyd Trevon,0,1,1,1,1,1,1,0,0,0,1,1,0,1
Clemmy Pooke,1,1,1,0,1,0,0,1,1,1,1,1,0,1
Bartlett Kolakovic,1,0,0,1,0,1,1,1,0,1,0,1,0,0
Dallas Thackeray,0,0,0,0,1,1,1,0,0,0,1,0,0,1
Katusha Saville,1,1,1,1,1,0,1,1,0,1,0,1,1,1
Prescott Cady,0,1,1,1,0,0,1,1,0,0,1,1,0,1
Ax Carnachen,1,1,0,1,1,1,1,0,1,0,0,0,1,1
Brad Castilla,1,0,1,0,1,0,1,1,1,0,1,0,0,1
Layney Roast,1,0,0,1,0,0,1,1,1,0,1,1,0,1
Cassi Luscott,1,1,1,0,0,1,0,1,0,1,1,0,1,0
Trumann Blenkin,1,0,0,0,0,1,1,1,1,1,1,0,1,1
Myrvyn Wheaton,1,0,1,0,1,0,0,0,1,1,1,0,0,1
Inger Shaxby,1,1,1,0,1,1,0,1,0,1,0,1,1,1
Roz Handrick,1,1,0,1,1,0,1,1,0,0,0,0,0,1
Ninette Denman,1,1,1,0,1,1,1,0,0,0,1,1,1,1
Wadsworth Ivanchenkov,1,0,0,1,1,0,1,0,0,1,1,0,0,1
Roldan Blowick,1,0,1,1,1,1,1,0,0,0,1,0,1,1
Westbrook Belsher,1,0,1,1,0,1,1,0,1,0,0,1,0,1
Elbertine Eric,1,1,1,0,0,1,1,0,1,1,1,1,1,1
Netti Letcher,1,1,1,0,1,1,0,0,1,0,0,0,0,1
Natasha Kinvig,1,0,1,1,0,1,1,0,0,0,1,0,0,1
Eleonore Seeking,1,0,1,1,1,1,1,1,0,1,0,0,0,1
Ellynn Bergstram,0,1,0,0,1,1,0,1,0,1,1,0,1,0
Lemar Kighly,1,0,0,1,1,1,0,1,1,0,1,1,0,1
Shirleen Pic,1,0,1,1,1,0,1,0,0,0,0,1,0,1
Jock Birdwhistle,1,1,0,0,1,1,1,0,1,1,0,0,1,1
Mathilde Whyatt,1,0,0,1,1,0,1,0,0,0,1,1,1,1
Olly O'Dea,1,0,0,1,0,0,1,1,1,1,0,1,0,1
Tarrah Habercham,1,0,1,1,1,1,1,1,1,0,0,1,0,1
Miguel Ferrucci,1,0,0,0,0,0,0,1,0,1,1,0,0,0
Hamlen Lorriman,1,0,1,1,1,1,1,1,1,0,0,0,0,1
Stanislaw McGawn,1,0,0,0,0,0,0,1,0,0,0,0,1,1
Heidie Keir,1,0,1,0,1,0,1,0,0,0,1,0,1,1
Gerome Pardi,1,1,0,1,0,0,1,1,0,1,1,1,1,1
Maurita Presland,1,0,1,0,0,0,1,0,0,0,0,1,0,1
Inesita Cortnay,1,0,0,1,0,1,1,1,0,1,0,0,1,1
Staford Holywell,1,1,0,1,1,0,1,0,0,0,0,0,0,1
Constantia Dainter,1,1,0,0,1,0,1,1,1,1,0,1,0,1
Gunther Kitcatt,1,1,0,0,0,0,1,1,0,0,1,1,1,1
Ninnette Ferschke,0,1,1,1,0,1,1,0,0,1,0,0,0,1
Shanna MacGilpatrick,1,0,1,0,0,0,1,1,0,1,1,0,1,1
Perri Dunkirk,0,1,1,0,1,1,0,0,0,0,1,0,1,1
Barry Vila,1,0,0,1,0,1,1,0,0,0,1,0,1,1
Kerwinn Polly,1,0,0,1,0,1,1,1,0,0,0,1,1,1
Ebenezer Lindroos,1,0,1,0,1,0,1,1,0,0,0,0,0,1
Gradey Jaggli,1,1,1,1,0,1,1,1,1,0,1,1,0,1
Loise Rottgers,1,0,0,1,0,1,1,1,1,1,1,0,1,1
Dorice Beames,1,1,0,0,0,1,1,0,0,0,1,0,1,1
De Hugli,1,0,0,0,1,0,0,0,1,0,0,1,0,1
Dehlia Spurret,1,1,0,1,0,1,1,1,0,1,0,0,0,1
Zelig Fetherston,1,1,0,1,1,0,1,0,1,1,0,1,0,1
Donnie Newling,1,1,0,0,0,1,1,1,1,0,0,0,1,1
Pip Hobell,1,0,1,0,1,1,1,0,1,0,0,1,0,1
Yovonnda Tomaini,0,1,0,0,0,1,1,0,1,0,1,1,1,1
Jennine Caig,1,0,0,1,0,0,0,1,0,0,1,1,0,1
Ignazio Prestie,1,1,0,0,0,0,0,0,0,1,0,0,0,1
Melesa Fildery,1,0,1,1,1,0,1,0,0,1,0,0,1,1
Flori Stansall,1,1,0,1,0,1,0,0,1,1,1,1,1,0
Minor Lermouth,1,1,0,0,1,1,1,1,0,1,0,1,0,1
Parnell Tinton,1,1,0,0,1,1,1,1,0,1,1,1,1,1
Wells Alexandersson,1,1,1,0,0,1,1,1,0,0,1,1,1,1
Shanan Merriment,1,1,0,0,0,1,1,0,0,0,1,0,1,1
Tobye Blowick,1,0,0,0,0,1,1,0,1,1,0,1,1,1
Kasper Toolan,1,1,1,1,0,1,1,0,0,0,1,0,1,0
Addia Pinnell,1,0,1,0,1,1,1,0,0,0,0,1,0,1
Alexia Burder,1,0,1,0,1,0,1,0,0,1,0,1,0,1
Currey Fantone,0,0,0,0,1,1,1,0,1,1,1,1,0,1
Fredelia Voaden,1,1,0,0,0,0,0,0,0,0,1,0,1,1
Sunny Abrahamsson,1,1,0,0,1,0,1,1,0,0,0,1,0,1
Enriqueta MacTeggart,1,0,1,0,1,0,1,1,1,0,0,0,0,1
Andrey Harland,0,0,1,1,1,1,0,0,1,0,1,1,1,1
Charmion Chalke,1,1,1,0,1,0,1,0,0,1,1,0,0,1
Hanna Menendes,1,1,0,0,1,0,1,0,0,0,0,1,0,1
Doyle Bann,0,1,0,1,1,1,1,1,0,1,0,0,0,1
Tobe Quennell,1,1,1,0,1,1,1,0,1,1,0,0,0,1
Leslie Wotton,1,0,1,1,1,1,1,1,1,1,0,1,0,1
Leandra Stears,1,1,0,0,0,0,1,1,0,0,1,0,0,1
Aldric Limbrick,1,1,1,1,1,0,1,0,1,0,0,1,0,1
Margi Hartland,1,1,1,0,1,0,1,0,1,1,1,0,0,1
Ferdie Runsey,1,0,1,0,0,0,1,1,0,0,1,1,1,0
Briano Siveyer,1,1,1,0,1,0,1,0,1,0,1,1,1,1
Nessie Cosely,0,1,1,1,1,1,1,1,1,0,1,0,1,1
Babbie Tregaskis,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Liane Edward,1,0,1,1,0,0,1,0,1,1,0,0,1,1
Rogerio Chorlton,1,1,0,0,1,1,1,0,0,1,0,0,1,1
Alane Rosettini,1,0,0,0,1,1,1,0,1,0,0,1,0,1
Lishe Elsmere,1,0,0,0,1,0,1,1,1,1,0,0,1,1
Ami Unger,1,1,0,1,0,0,1,0,1,0,0,0,1,1
Harold Bygraves,1,1,1,0,1,0,1,0,1,0,1,1,0,1
Ariel Mays,1,0,1,1,1,1,1,0,0,1,1,1,1,1
Manda Kahen,1,0,0,1,0,1,1,1,0,0,1,1,0,1
Kylynn Ride,0,0,1,1,0,1,1,0,1,1,1,1,0,1
Yolanthe Rump,1,0,1,0,0,1,1,0,0,0,0,0,1,1
Kathe Gotter,1,0,1,0,1,0,1,1,1,1,1,1,0,1
Emili Rahlof,1,0,1,1,0,0,1,1,1,0,0,0,1,1
Veda Margery,1,0,1,1,0,0,1,0,1,1,1,0,0,1
Ximenes Sparry,0,0,1,0,1,1,1,1,1,0,0,1,0,1
Rik Rable,1,0,0,1,1,0,1,0,1,0,1,1,1,1
Ede Cobbledick,1,0,1,1,1,0,1,1,0,0,1,1,1,1
Aimee Moogan,1,0,0,0,1,1,1,1,0,0,0,1,0,1
Sabine Croser,0,1,0,1,0,0,0,0,1,0,1,1,0,1
Alano De Malchar,1,1,1,1,0,1,0,0,0,0,0,1,1,1
Dallon Carwardine,1,0,0,1,1,1,1,0,1,1,0,0,0,0
Katusha Instrell,1,0,1,1,1,0,0,1,0,1,1,1,1,1
Lewiss Broomer,0,1,0,0,1,0,0,1,0,1,1,1,0,1
Nani Kyston,1,1,0,1,1,0,0,1,1,1,0,0,0,1
Elora Evanson,0,0,1,0,1,0,1,1,1,1,0,0,0,1
Katy Martindale,1,0,1,0,1,1,0,0,0,0,0,0,0,1
Cayla Bubbear,1,1,0,0,0,0,1,0,1,0,1,0,1,1
Darrelle Echallie,1,0,1,0,0,0,1,0,0,0,0,1,0,1
Parnell Gripton,1,0,0,1,1,0,0,1,0,1,1,0,1,1
Masha Trouel,1,0,1,1,0,1,0,1,0,0,1,0,0,1
Xenia Furby,1,0,0,1,0,0,1,1,1,0,0,0,1,1
Kyrstin Nanninini,1,0,0,0,0,1,1,1,0,1,1,0,0,1
Elroy Wordington,0,1,0,0,0,0,1,1,0,1,1,1,1,1
Cynthia Kensy,1,0,1,0,0,0,1,1,1,0,0,0,0,1
Anni Riddles,1,0,0,0,1,0,0,1,0,0,1,1,1,0
Tobe Trevan,0,1,0,0,1,0,1,1,1,0,1,0,1,1
Avram Picken,1,0,0,0,0,1,1,0,0,1,1,0,1,1
Tomlin Mithan,0,0,1,1,0,0,1,1,1,0,0,1,0,1
Delmore Golton,1,1,1,1,0,1,1,0,0,0,0,1,0,1
Culley McMickan,1,0,1,0,0,0,1,1,0,0,0,0,0,1
Philippa Ateggart,0,1,1,0,0,1,1,1,1,1,0,1,0,1
Noella Picheford,1,0,1,1,1,0,1,1,0,0,1,0,0,1
Emerson Syplus,1,1,1,1,0,0,1,0,0,1,1,0,1,1
Verna Betty,1,1,1,1,1,1,1,0,1,0,1,1,1,0
Rodd Wealleans,1,0,1,1,0,0,1,1,0,0,0,0,0,0
Orv Kubalek,1,1,1,1,0,1,1,0,0,1,0,0,0,1
Abby Scamp,1,0,0,1,1,0,1,0,1,1,0,1,1,1
Halie Sutherns,1,1,0,1,1,1,0,1,0,1,0,0,0,1
Emelina Blackie,1,0,0,1,0,1,1,0,1,1,0,1,1,0
Galina Hewins,1,1,1,0,0,0,0,1,0,0,0,0,0,1
Terrance Paszak,1,0,0,0,0,0,1,0,0,1,0,0,0,1
Tersina Board,1,1,1,0,1,1,0,1,0,0,1,0,0,1
Genevieve Farrar,0,0,1,0,1,0,1,1,0,0,1,0,1,1
Marlie Crebbin,1,0,0,0,0,1,0,1,1,1,1,1,0,1
Missie Mapston,1,0,0,0,1,0,1,0,1,0,1,0,0,1
Morissa Tyson,1,0,1,1,0,0,1,0,1,1,1,0,0,1
Dulcy Heustice,1,1,1,0,0,1,1,0,0,0,1,1,1,1
Letitia Brahm,1,1,1,1,0,1,1,1,0,1,0,1,1,1
Philippe Mayou,1,0,1,0,1,0,1,0,0,0,1,0,0,1
Laurel Bools,1,0,1,1,1,0,1,1,1,1,0,0,1,1
Mervin Spittall,0,0,0,1,0,0,0,0,0,0,1,1,1,1
Filmore Setterfield,0,0,1,1,1,1,1,0,0,0,0,1,0,1
Faun Fairlie,1,0,1,0,1,1,1,1,0,0,0,0,1,1
Dall di Rocca,1,1,0,0,0,1,1,0,0,0,0,1,0,1
Whitney Leed,0,1,0,0,1,0,1,1,0,1,0,1,1,1
Vanessa Kubczak,1,0,0,0,1,1,0,1,0,0,0,1,1,0
Pollyanna Tomini,1,0,1,0,1,1,0,0,0,1,1,1,1,1
Ced Puddicombe,1,1,1,0,0,1,0,1,1,0,0,1,1,1
Morganne Glasman,1,1,0,0,1,1,1,1,0,1,1,0,1,1
Normy Lobb,1,0,0,0,1,1,1,0,1,0,1,1,0,1
Nikola Frusher,1,1,1,1,0,1,0,1,0,0,1,1,0,1
Abelard Honnan,1,1,1,0,1,0,0,1,0,0,0,1,0,1
Shela Hubbard,0,1,0,1,1,1,1,1,1,1,0,0,1,1
Janelle Fee,1,0,0,0,0,0,1,1,1,0,0,1,0,1
Herve Garvie,1,1,1,0,0,0,1,1,0,1,1,0,1,1
Ephrayim Degli Abbati,1,0,0,1,1,1,1,0,1,0,0,1,0,1
Camella Ferdinand,0,0,1,0,1,0,1,1,1,1,1,1,1,1
Hamlen Capper,1,0,0,1,1,0,1,0,0,1,1,0,0,1
Emeline Lunam,1,0,0,1,0,0,0,0,0,0,0,1,1,1
Bobette Gorse,1,0,0,0,0,1,1,1,0,0,0,1,0,1
Kirstin Gammidge,1,1,1,0,0,0,0,0,0,0,1,1,0,1
Christiana Fegan,1,1,1,1,0,0,1,1,1,1,0,0,1,1
Raimondo Alven,1,0,1,0,1,0,1,0,1,1,1,0,0,1
Melesa Lesmonde,0,0,0,0,0,1,1,1,0,1,0,1,1,1
Rebecca Koppes,1,0,0,1,0,1,1,1,1,0,1,1,0,1
Sylas Tomisch,1,0,1,1,1,1,0,1,0,0,0,1,1,1
Leonidas Childes,0,1,0,0,1,0,1,1,0,0,0,0,1,0
Stanley MacCallister,1,1,1,0,1,0,1,0,1,0,1,1,0,1
Dillie Rowles,1,0,0,1,0,0,1,0,1,0,1,0,1,0
Dreddy Biernacki,1,1,1,0,0,0,1,0,0,1,1,1,0,1
Buck Etheredge,0,0,1,1,1,0,0,0,1,1,1,1,1,1
Giusto Leckenby,1,0,0,1,0,1,1,1,1,1,1,0,1,1
Brnaby Lerven,1,0,1,0,0,1,1,1,0,0,1,1,0,1
Daune Prendeville,1,1,0,1,0,1,0,0,1,1,1,1,1,1
Aili Henrionot,1,0,0,1,0,1,1,1,1,1,1,1,0,1
Geneva Aveyard,1,0,1,0,0,0,0,1,1,1,1,1,0,1
Tilly Bourgourd,1,1,0,0,0,0,1,1,1,0,0,0,0,1
Lonny Bohlin,1,0,0,0,0,0,1,1,1,1,0,1,0,1
Timotheus Mellmoth,1,0,1,1,1,1,1,0,1,1,1,0,1,1
Andres Grinval,1,0,1,0,0,1,0,0,0,0,1,1,0,1
Oralle Lantoph,1,1,1,0,0,1,1,1,1,1,0,1,1,1
Fayth Essel,1,0,0,0,1,1,1,0,0,0,0,1,0,1
Ingeborg Willatts,0,1,1,0,0,1,1,0,1,0,0,0,0,1
Carly Bardwall,0,0,1,1,0,0,1,0,0,1,1,1,0,1
Ashleigh Staniforth,1,0,0,0,1,1,1,0,1,0,0,0,1,1
Korie Wagstaff,1,0,1,0,0,0,1,0,1,1,1,0,1,1
Odille Innman,0,0,0,1,0,1,0,1,1,1,1,0,1,1
Tobe Capeloff,1,1,1,1,0,1,1,0,0,1,0,0,1,1
Robin Wellan,1,0,0,0,0,0,1,1,0,0,0,0,0,1
Eugene Redbourn,1,0,0,1,0,1,1,1,0,0,1,0,0,1
Ninon Tombleson,1,0,0,0,1,1,1,0,1,0,0,0,0,1
Darbie Sand,1,1,1,1,0,0,1,0,1,1,0,1,1,1
Darryl Manlow,1,0,1,1,0,0,1,0,1,1,1,1,0,1
Gabby Kunkler,1,1,1,0,1,1,1,0,1,1,0,1,0,1
Allard Ixer,1,0,1,0,0,1,1,0,1,0,0,1,1,1
Wit Eynaud,0,0,1,0,1,1,0,0,0,1,0,0,0,1
Denyse Zarfati,0,1,1,0,0,1,1,0,1,1,0,0,0,1
Mallory Hobben,1,1,0,1,0,0,1,1,0,1,1,0,1,0
Rebekah Wardell,1,1,1,1,1,0,1,0,0,0,1,0,0,1
Jarvis Fidelus,1,0,1,1,0,1,1,1,1,1,1,0,1,1
Herold Paddon,0,1,1,0,0,1,1,1,1,0,1,1,1,1
Maryanna Strother,1,1,1,1,1,1,0,1,0,0,0,0,1,1
Tris Vossing,1,0,1,1,1,0,1,0,1,0,0,1,0,1
Ario Elletson,0,0,1,0,0,1,1,0,0,1,1,1,0,1
Cornie Housen,1,1,1,1,1,1,0,1,0,0,1,0,0,1
Thorvald Nani,1,0,1,0,0,0,1,0,0,0,1,1,0,1
Editha Forder,1,0,1,1,1,1,1,1,1,0,1,0,1,1
Maurise Presnell,1,1,1,1,1,0,1,0,0,0,0,1,1,1
Ulberto Lusk,0,1,0,0,1,0,1,0,0,1,0,0,0,1
Arlan Silliman,0,0,0,1,0,0,1,1,0,1,0,0,0,1
Graham Pratty,1,1,1,1,0,0,1,1,1,0,1,0,1,1
Merry Ticksall,0,0,1,0,0,1,0,1,0,1,1,1,0,1
Billy Sprade,1,0,0,1,0,0,1,0,1,1,0,1,1,1
Konstantine Davidofski,1,0,1,0,0,1,1,0,1,0,0,1,0,1
Lindon Nower,0,1,1,0,0,1,1,0,0,1,1,0,1,1
Sidonnie Simanenko,1,0,1,0,0,1,0,0,0,0,0,1,1,1
Lyman MacKniely,0,1,1,0,1,0,0,1,1,0,1,0,1,1
Maison Woonton,0,1,0,1,0,0,0,0,1,1,0,0,0,1
Min Ruffell,1,0,1,1,0,0,0,1,0,1,0,0,0,0
Robinetta Tran,1,0,1,0,1,0,1,1,0,1,0,0,1,0
Flemming Lennard,1,0,1,1,1,1,0,0,0,1,0,0,1,1
Aarika Sword,1,1,1,0,1,1,1,1,1,1,0,1,1,1
